Match A,Match B,Type,Topic,Meme
1800.02.06_TrewmansExeterFlyingPost_0004,1800.01.27_CaledonianMercury_0001,,,
1800.02.06_TrewmansExeterFlyingPost_0004,1800.01.28_HullPacket_0001,,,
1800.02.06_TrewmansExeterFlyingPost_0004,1800.01.30_DerbyMercury_0003,,,
1800.02.06_TrewmansExeterFlyingPost_0004,1800.02.03_AberdeenJournal_0001,,,
1800.02.06_TrewmansExeterFlyingPost_0004,1800.02.03_CaledonianMercury_0001,,,
1800.02.06_TrewmansExeterFlyingPost_0004,1800.02.04_HullPacket_0001,,,
1800.02.06_TrewmansExeterFlyingPost_0004,1800.02.06_DerbyMercury_0003,,,
1800.02.08_IpswichJournal_0001,1800.01.28_HullPacket_0002,,,
1800.02.08_IpswichJournal_0002,1800.02.08_JacksonsOxfordJournal_0002,,,
1800.02.08_IpswichJournal_0003,1800.02.08_JacksonsOxfordJournal_0002,,,
1800.02.08_IpswichJournal_0004,1800.01.04_JacksonsOxfordJournal_0002,,,
1800.02.08_IpswichJournal_0004,1800.01.16_TrewmansExeterFlyingPost_0004,,,
1800.02.08_IpswichJournal_0004,1800.01.27_CaledonianMercury_0001,,,
1800.02.08_IpswichJournal_0004,1800.01.28_HullPacket_0001,,,
1800.02.08_IpswichJournal_0004,1800.01.30_DerbyMercury_0002,,,
1800.02.08_IpswichJournal_0004,1800.01.30_DerbyMercury_0003,,,
1800.02.08_IpswichJournal_0004,1800.01.30_TrewmansExeterFlyingPost_0004,,,
1800.02.08_IpswichJournal_0004,1800.02.03_AberdeenJournal_0001,,,
1800.02.08_IpswichJournal_0004,1800.02.04_HullPacket_0001,,,
1800.02.08_IpswichJournal_0004,1800.02.06_TrewmansExeterFlyingPost_0004,,,
1800.02.08_IpswichJournal_0004,1800.02.08_JacksonsOxfordJournal_0002,,,
1800.02.08_IpswichJournal_0004,1800.02.08_JacksonsOxfordJournal_0004,,,
1800.02.08_JacksonsOxfordJournal_0002,1800.01.28_HullPacket_0002,,,
1800.02.08_JacksonsOxfordJournal_0002,1800.02.04_HullPacket_0002,,,
1800.02.08_JacksonsOxfordJournal_0002,1800.02.04_HullPacket_0004,,,
1800.02.08_JacksonsOxfordJournal_0002,1800.02.06_CaledonianMercury_0001,,,
1800.02.08_JacksonsOxfordJournal_0002,1800.02.06_DerbyMercury_0004,,,
1800.02.08_JacksonsOxfordJournal_0002,1800.02.06_TrewmansExeterFlyingPost_0004,,,
1800.02.08_JacksonsOxfordJournal_0004,1800.01.14_HullPacket_0001,,,
1800.02.08_JacksonsOxfordJournal_0004,1800.01.16_TrewmansExeterFlyingPost_0004,,,
1800.02.08_JacksonsOxfordJournal_0004,1800.01.27_AberdeenJournal_0001,,,
1800.02.08_JacksonsOxfordJournal_0004,1800.01.27_CaledonianMercury_0001,,,
1800.02.08_JacksonsOxfordJournal_0004,1800.01.28_HullPacket_0001,,,
1800.02.08_JacksonsOxfordJournal_0004,1800.01.30_DerbyMercury_0003,,,
1800.02.08_JacksonsOxfordJournal_0004,1800.01.30_TrewmansExeterFlyingPost_0004,,,
1800.02.08_JacksonsOxfordJournal_0004,1800.02.03_AberdeenJournal_0001,,,
1800.02.08_JacksonsOxfordJournal_0004,1800.02.03_CaledonianMercury_0001,,,
1800.02.08_JacksonsOxfordJournal_0004,1800.02.04_HullPacket_0001,,,
1800.02.08_JacksonsOxfordJournal_0004,1800.02.06_CaledonianMercury_0002,,,
1800.02.08_JacksonsOxfordJournal_0004,1800.02.06_DerbyMercury_0002,,,
1800.02.08_JacksonsOxfordJournal_0004,1800.02.06_DerbyMercury_0003,,,
1800.02.08_JacksonsOxfordJournal_0004,1800.02.06_TrewmansExeterFlyingPost_0004,,,
1800.02.10_AberdeenJournal_0001,1800.02.01_CaledonianMercury_0003,,,
1800.02.10_AberdeenJournal_0001,1800.02.03_CaledonianMercury_0004,,,
1800.02.10_AberdeenJournal_0001,1800.02.06_CaledonianMercury_0004,,,
1800.02.10_AberdeenJournal_0002,1800.02.01_CaledonianMercury_0003,,,
1800.02.10_AberdeenJournal_0002,1800.02.03_CaledonianMercury_0002,,,
1800.02.10_AberdeenJournal_0002,1800.02.03_CaledonianMercury_0003,,,
1800.02.10_AberdeenJournal_0003,1800.01.16_TrewmansExeterFlyingPost_0004,,,
1800.02.10_AberdeenJournal_0003,1800.01.18_CaledonianMercury_0004,,,
1800.02.10_AberdeenJournal_0003,1800.01.18_JacksonsOxfordJournal_0002,,,
1800.02.10_AberdeenJournal_0003,1800.01.27_CaledonianMercury_0001,,,
1800.02.10_AberdeenJournal_0003,1800.01.28_HullPacket_0001,,,
1800.02.10_AberdeenJournal_0003,1800.01.30_TrewmansExeterFlyingPost_0004,,,
1800.02.10_AberdeenJournal_0003,1800.02.01_CaledonianMercury_0003,,,
1800.02.10_AberdeenJournal_0003,1800.02.04_HullPacket_0003,,,
1800.02.10_AberdeenJournal_0003,1800.02.06_TrewmansExeterFlyingPost_0004,,,
1800.02.10_AberdeenJournal_0003,1800.02.08_JacksonsOxfordJournal_0004,,,
1800.02.10_AberdeenJournal_0004,1800.02.04_HullPacket_0004,,,
1800.02.10_AberdeenJournal_0004,1800.02.06_CaledonianMercury_0002,,,
1800.02.10_AberdeenJournal_0004,1800.02.06_CaledonianMercury_0003,,,
1800.02.10_AberdeenJournal_0004,1800.02.08_JacksonsOxfordJournal_0002,,,
1800.02.10_CaledonianMercury_0001,1800.01.14_HullPacket_0001,,,
1800.02.10_CaledonianMercury_0001,1800.01.16_TrewmansExeterFlyingPost_0004,,,
1800.02.10_CaledonianMercury_0001,1800.01.25_JacksonsOxfordJournal_0003,,,
1800.02.10_CaledonianMercury_0001,1800.01.28_HullPacket_0001,,,
1800.02.10_CaledonianMercury_0001,1800.01.30_DerbyMercury_0003,,,
1800.02.10_CaledonianMercury_0001,1800.02.03_AberdeenJournal_0001,,,
1800.02.10_CaledonianMercury_0001,1800.02.06_TrewmansExeterFlyingPost_0004,,,
1800.02.10_CaledonianMercury_0001,1800.02.08_IpswichJournal_0004,,,
1800.02.10_CaledonianMercury_0001,1800.02.08_JacksonsOxfordJournal_0004,,,
1800.02.10_CaledonianMercury_0002,1800.02.08_JacksonsOxfordJournal_0002,,,
1800.02.10_PortsmouthTelegraph_0001,1800.02.01_JacksonsOxfordJournal_0003,,,
1800.02.10_PortsmouthTelegraph_0001,1800.02.06_DerbyMercury_0004,,,
1800.02.10_PortsmouthTelegraph_0001,1800.02.08_JacksonsOxfordJournal_0002,,,
1800.02.10_PortsmouthTelegraph_0004,1800.02.06_CaledonianMercury_0003,,,
1800.02.10_PortsmouthTelegraph_0004,1800.02.08_IpswichJournal_0004,,,
1800.02.10_PortsmouthTelegraph_0004,1800.02.08_JacksonsOxfordJournal_0004,,,
1800.02.11_HullPacket_0001,1800.02.06_CaledonianMercury_0002,,,
1800.02.11_HullPacket_0001,1800.02.08_JacksonsOxfordJournal_0002,,,
1800.02.11_HullPacket_0002,1800.01.16_TrewmansExeterFlyingPost_0004,,,
1800.02.11_HullPacket_0002,1800.01.18_CaledonianMercury_0004,,,
1800.02.11_HullPacket_0002,1800.01.18_JacksonsOxfordJournal_0002,,,
1800.02.11_HullPacket_0002,1800.01.27_AberdeenJournal_0001,,,
1800.02.11_HullPacket_0002,1800.01.30_TrewmansExeterFlyingPost_0004,,,
1800.02.11_HullPacket_0002,1800.02.06_TrewmansExeterFlyingPost_0004,,,
1800.02.11_HullPacket_0002,1800.02.08_JacksonsOxfordJournal_0002,,,
1800.02.11_HullPacket_0002,1800.02.08_JacksonsOxfordJournal_0004,,,
1800.02.11_HullPacket_0002,1800.02.10_AberdeenJournal_0003,,,
1800.02.11_HullPacket_0003,1800.02.10_CaledonianMercury_0002,,,
1800.02.11_HullPacket_0004,1800.01.02_DerbyMercury_0003,,,
1800.02.11_HullPacket_0004,1800.01.09_DerbyMercury_0003,,,
1800.02.11_HullPacket_0004,1800.01.11_JacksonsOxfordJournal_0001,,,
1800.02.11_HullPacket_0004,1800.02.08_JacksonsOxfordJournal_0001,,,
1800.02.11_HullPacket_0004,1800.02.08_JacksonsOxfordJournal_0002,,,
1800.02.13_CaledonianMercury_0004,1800.02.10_AberdeenJournal_0001,Adverts,Auction,
1800.02.13_DerbyMercury_0001,1800.01.14_HullPacket_0001,,,
1800.02.13_DerbyMercury_0001,1800.01.16_TrewmansExeterFlyingPost_0004,,,
1800.02.13_DerbyMercury_0001,1800.01.25_JacksonsOxfordJournal_0003,,,
1800.02.13_DerbyMercury_0001,1800.01.27_CaledonianMercury_0001,,,
1800.02.13_DerbyMercury_0001,1800.01.28_HullPacket_0001,,,
1800.02.13_DerbyMercury_0001,1800.01.30_TrewmansExeterFlyingPost_0004,,,
1800.02.13_DerbyMercury_0001,1800.02.01_IpswichJournal_0001,,,
1800.02.13_DerbyMercury_0001,1800.02.03_AberdeenJournal_0001,,,
1800.02.13_DerbyMercury_0001,1800.02.03_CaledonianMercury_0001,,,
1800.02.13_DerbyMercury_0001,1800.02.04_HullPacket_0001,,,
1800.02.13_DerbyMercury_0001,1800.02.06_TrewmansExeterFlyingPost_0004,,,
1800.02.13_DerbyMercury_0001,1800.02.08_IpswichJournal_0004,,,
1800.02.13_DerbyMercury_0001,1800.02.08_JacksonsOxfordJournal_0004,,,
1800.02.13_DerbyMercury_0001,1800.02.10_CaledonianMercury_0001,,,
1800.02.13_DerbyMercury_0002,1800.01.28_HullPacket_0002,,,
1800.02.13_DerbyMercury_0002,1800.02.04_HullPacket_0001,,,
1800.02.13_DerbyMercury_0002,1800.02.08_JacksonsOxfordJournal_0002,,,
1800.02.13_DerbyMercury_0002,1800.02.13_CaledonianMercury_0003,,,
1800.02.13_TrewmansExeterFlyingPost_0004,1800.01.30_DerbyMercury_0001,,,
1800.02.13_TrewmansExeterFlyingPost_0004,1800.02.01_JacksonsOxfordJournal_0003,,,
1800.02.13_TrewmansExeterFlyingPost_0004,1800.02.04_HullPacket_0001,,,
1800.02.13_TrewmansExeterFlyingPost_0004,1800.02.08_IpswichJournal_0004,,,
1800.02.13_TrewmansExeterFlyingPost_0004,1800.02.08_JacksonsOxfordJournal_0002,,,
1800.02.13_TrewmansExeterFlyingPost_0004,1800.02.11_HullPacket_0002,,,
1800.02.15_IpswichJournal_0001,1800.01.25_JacksonsOxfordJournal_0003,,,
1800.02.15_IpswichJournal_0001,1800.02.04_HullPacket_0001,,,
1800.02.15_IpswichJournal_0001,1800.02.06_TrewmansExeterFlyingPost_0004,,,
1800.02.15_IpswichJournal_0001,1800.02.08_JacksonsOxfordJournal_0002,,,
1800.02.15_IpswichJournal_0001,1800.02.11_HullPacket_0001,,,
1800.02.15_IpswichJournal_0001,1800.02.13_TrewmansExeterFlyingPost_0004,,,
1800.02.15_IpswichJournal_0001,1800.02.15_JacksonsOxfordJournal_0001,,,
1800.02.15_IpswichJournal_0004,1800.01.04_JacksonsOxfordJournal_0004,,,
1800.02.15_IpswichJournal_0004,1800.02.04_HullPacket_0004,,,
1800.02.15_JacksonsOxfordJournal_0001,1800.02.01_IpswichJournal_0004,,,
1800.02.15_JacksonsOxfordJournal_0001,1800.02.06_TrewmansExeterFlyingPost_0004,,,
1800.02.15_JacksonsOxfordJournal_0001,1800.02.08_IpswichJournal_0003,,,
1800.02.15_JacksonsOxfordJournal_0001,1800.02.11_HullPacket_0001,,,
1800.02.15_JacksonsOxfordJournal_0001,1800.02.13_DerbyMercury_0002,,,
1800.02.15_JacksonsOxfordJournal_0001,1800.02.13_TrewmansExeterFlyingPost_0003,,,
1800.02.15_JacksonsOxfordJournal_0001,1800.02.13_TrewmansExeterFlyingPost_0004,,,
1800.02.15_JacksonsOxfordJournal_0004,1800.01.14_HullPacket_0004,,,
1800.02.15_JacksonsOxfordJournal_0004,1800.01.16_TrewmansExeterFlyingPost_0004,,,
1800.02.15_JacksonsOxfordJournal_0004,1800.01.20_CaledonianMercury_0001,,,
1800.02.15_JacksonsOxfordJournal_0004,1800.01.28_HullPacket_0004,,,
1800.02.15_JacksonsOxfordJournal_0004,1800.02.01_CaledonianMercury_0004,,,
1800.02.15_JacksonsOxfordJournal_0004,1800.02.10_PortsmouthTelegraph_0003,,,
1800.02.15_JacksonsOxfordJournal_0004,1800.02.11_HullPacket_0004,,,
1800.02.15_JacksonsOxfordJournal_0004,1800.02.13_TrewmansExeterFlyingPost_0002,,,
1800.02.17_AberdeenJournal_0001,1800.01.11_JacksonsOxfordJournal_0001,,,
1800.02.17_AberdeenJournal_0001,1800.01.14_HullPacket_0004,,,
1800.02.17_AberdeenJournal_0001,1800.01.16_TrewmansExeterFlyingPost_0004,,,
1800.02.17_AberdeenJournal_0001,1800.01.20_CaledonianMercury_0001,,,
1800.02.17_AberdeenJournal_0001,1800.01.28_HullPacket_0004,,,
1800.02.17_AberdeenJournal_0001,1800.02.01_CaledonianMercury_0004,,,
1800.02.17_AberdeenJournal_0001,1800.02.11_HullPacket_0004,,,
1800.02.17_AberdeenJournal_0001,1800.02.15_JacksonsOxfordJournal_0004,,,
1800.02.17_AberdeenJournal_0002,1800.02.10_CaledonianMercury_0003,,,
1800.02.17_AberdeenJournal_0003,1800.02.08_JacksonsOxfordJournal_0002,,,
1800.02.17_AberdeenJournal_0003,1800.02.10_CaledonianMercury_0001,,,
1800.02.17_AberdeenJournal_0003,1800.02.10_CaledonianMercury_0002,,,
1800.02.17_AberdeenJournal_0003,1800.02.13_CaledonianMercury_0003,,,
1800.02.17_AberdeenJournal_0004,1800.02.10_CaledonianMercury_0002,,,
1800.02.17_CaledonianMercury_0001,1800.02.15_IpswichJournal_0001,,,
1800.02.17_PortsmouthTelegraph_0002,1800.02.06_TrewmansExeterFlyingPost_0004,,,
1800.02.17_PortsmouthTelegraph_0002,1800.02.08_IpswichJournal_0004,,,
1800.02.17_PortsmouthTelegraph_0002,1800.02.08_JacksonsOxfordJournal_0002,,,
1800.02.17_PortsmouthTelegraph_0004,1800.02.15_IpswichJournal_0002,,,
1800.02.18_HullPacket_0001,1800.02.15_JacksonsOxfordJournal_0001,,,
1800.02.18_HullPacket_0001,1800.02.15_JacksonsOxfordJournal_0002,,,
1800.02.18_HullPacket_0002,1800.01.16_TrewmansExeterFlyingPost_0004,,,
1800.02.18_HullPacket_0002,1800.02.03_AberdeenJournal_0001,,,
1800.02.18_HullPacket_0002,1800.02.13_TrewmansExeterFlyingPost_0004,,,
1800.02.18_HullPacket_0002,1800.02.15_IpswichJournal_0001,,,
1800.02.18_HullPacket_0002,1800.02.17_CaledonianMercury_0001,,,
1800.02.18_HullPacket_0003,1800.02.10_CaledonianMercury_0003,,,
1800.02.18_HullPacket_0003,1800.02.17_AberdeenJournal_0002,,,
1800.02.18_HullPacket_0004,1800.02.15_IpswichJournal_0004,,,
1800.02.20_DerbyMercury_0002,1800.01.06_AberdeenJournal_0004,,,
1800.02.20_DerbyMercury_0002,1800.02.18_HullPacket_0001,,,
1800.02.20_DerbyMercury_0002,1800.02.18_HullPacket_0002,,,
1800.02.20_DerbyMercury_0002,1800.02.20_CaledonianMercury_0002,,,
1800.02.20_TrewmansExeterFlyingPost_0004,1800.01.28_HullPacket_0001,,,
1800.02.20_TrewmansExeterFlyingPost_0004,1800.02.03_AberdeenJournal_0001,,,
1800.02.20_TrewmansExeterFlyingPost_0004,1800.02.15_IpswichJournal_0001,,,
1800.02.20_TrewmansExeterFlyingPost_0004,1800.02.15_JacksonsOxfordJournal_0003,,,
1800.02.20_TrewmansExeterFlyingPost_0004,1800.02.17_CaledonianMercury_0001,,,
1800.02.20_TrewmansExeterFlyingPost_0004,1800.02.18_HullPacket_0002,,,
1800.02.22_IpswichJournal_0001,1800.02.13_TrewmansExeterFlyingPost_0004,,,
1800.02.22_IpswichJournal_0001,1800.02.18_HullPacket_0002,,,
1800.02.22_IpswichJournal_0001,1800.02.20_DerbyMercury_0002,,,
1800.02.22_IpswichJournal_0002,1800.02.22_CaledonianMercury_0002,,,
1800.02.22_IpswichJournal_0002,1800.02.22_JacksonsOxfordJournal_0002,,,
1800.02.22_IpswichJournal_0003,1800.02.22_JacksonsOxfordJournal_0003,,,
1800.02.22_IpswichJournal_0004,1800.01.02_DerbyMercury_0003,,,
1800.02.22_IpswichJournal_0004,1800.02.11_HullPacket_0004,,,
1800.02.22_JacksonsOxfordJournal_0001,1800.02.22_CaledonianMercury_0002,,,
1800.02.22_JacksonsOxfordJournal_0002,1800.01.14_HullPacket_0001,,,
1800.02.22_JacksonsOxfordJournal_0002,1800.01.16_DerbyMercury_0002,,,
1800.02.22_JacksonsOxfordJournal_0002,1800.01.16_TrewmansExeterFlyingPost_0004,,,
1800.02.22_JacksonsOxfordJournal_0002,1800.01.27_AberdeenJournal_0001,,,
1800.02.22_JacksonsOxfordJournal_0002,1800.01.27_CaledonianMercury_0001,,,
1800.02.22_JacksonsOxfordJournal_0002,1800.01.28_HullPacket_0001,,,
1800.02.22_JacksonsOxfordJournal_0002,1800.01.30_TrewmansExeterFlyingPost_0004,,,
1800.02.22_JacksonsOxfordJournal_0002,1800.02.06_TrewmansExeterFlyingPost_0004,,,
1800.02.22_JacksonsOxfordJournal_0002,1800.02.08_IpswichJournal_0004,,,
1800.02.22_JacksonsOxfordJournal_0002,1800.02.10_CaledonianMercury_0001,,,
1800.02.22_JacksonsOxfordJournal_0002,1800.02.13_DerbyMercury_0001,,,
1800.02.22_JacksonsOxfordJournal_0002,1800.02.17_CaledonianMercury_0001,,,
1800.02.22_JacksonsOxfordJournal_0002,1800.02.18_HullPacket_0002,,,
1800.02.22_JacksonsOxfordJournal_0002,1800.02.20_DerbyMercury_0002,,,
1800.02.22_JacksonsOxfordJournal_0002,1800.02.22_CaledonianMercury_0002,,,
1800.02.22_JacksonsOxfordJournal_0002,1800.02.22_CaledonianMercury_0003,,,
1800.02.22_JacksonsOxfordJournal_0002,1800.02.22_CaledonianMercury_0004,,,
1800.02.22_JacksonsOxfordJournal_0003,1800.02.20_DerbyMercury_0004,,,
1800.02.22_JacksonsOxfordJournal_0004,1800.02.13_DerbyMercury_0004,,,
1800.02.24_AberdeenJournal_0001,1800.01.20_CaledonianMercury_0001,,,
1800.02.24_AberdeenJournal_0001,1800.02.06_CaledonianMercury_0004,,,
1800.02.24_AberdeenJournal_0001,1800.02.15_IpswichJournal_0001,,,
1800.02.24_AberdeenJournal_0001,1800.02.17_CaledonianMercury_0001,,,
1800.02.24_AberdeenJournal_0001,1800.02.18_HullPacket_0002,,,
1800.02.24_AberdeenJournal_0001,1800.02.20_DerbyMercury_0002,,,
1800.02.24_AberdeenJournal_0001,1800.02.22_IpswichJournal_0001,,,
1800.02.24_AberdeenJournal_0001,1800.02.22_JacksonsOxfordJournal_0002,,,
1800.02.24_AberdeenJournal_0001,1800.02.24_CaledonianMercury_0001,,,
1800.02.24_AberdeenJournal_0002,1800.02.13_TrewmansExeterFlyingPost_0003,,,
1800.02.24_AberdeenJournal_0002,1800.02.15_JacksonsOxfordJournal_0001,,,
1800.02.24_AberdeenJournal_0002,1800.02.17_CaledonianMercury_0003,,,
1800.02.24_AberdeenJournal_0002,1800.02.18_HullPacket_0004,,,
1800.02.24_AberdeenJournal_0003,1800.02.17_CaledonianMercury_0002,,,
1800.02.24_AberdeenJournal_0003,1800.02.20_CaledonianMercury_0002,,,
1800.02.24_AberdeenJournal_0003,1800.02.20_TrewmansExeterFlyingPost_0004,,,
1800.02.24_AberdeenJournal_0004,1800.02.20_CaledonianMercury_0002,,,
1800.02.24_CaledonianMercury_0001,1800.01.14_HullPacket_0001,,,
1800.02.24_CaledonianMercury_0001,1800.01.16_TrewmansExeterFlyingPost_0004,,,
1800.02.24_CaledonianMercury_0001,1800.01.28_HullPacket_0001,,,
1800.02.24_CaledonianMercury_0001,1800.02.03_AberdeenJournal_0001,,,
1800.02.24_CaledonianMercury_0001,1800.02.06_TrewmansExeterFlyingPost_0004,,,
1800.02.24_CaledonianMercury_0001,1800.02.08_JacksonsOxfordJournal_0004,,,
1800.02.24_CaledonianMercury_0001,1800.02.13_DerbyMercury_0001,,,
1800.02.24_CaledonianMercury_0001,1800.02.22_IpswichJournal_0003,,,
1800.02.24_CaledonianMercury_0001,1800.02.22_JacksonsOxfordJournal_0002,,,
1800.02.24_CaledonianMercury_0001,1800.02.22_JacksonsOxfordJournal_0003,,,
1800.02.24_CaledonianMercury_0002,1800.02.22_JacksonsOxfordJournal_0002,,,
1800.02.24_PortsmouthTelegraph_0004,1800.02.22_CaledonianMercury_0004,,,
1800.02.24_PortsmouthTelegraph_0004,1800.02.22_JacksonsOxfordJournal_0002,,,
1800.02.25_HullPacket_0001,1800.02.22_JacksonsOxfordJournal_0002,,,
1800.02.25_HullPacket_0002,1800.01.18_CaledonianMercury_0004,,,
1800.02.25_HullPacket_0002,1800.01.18_JacksonsOxfordJournal_0002,,,
1800.02.25_HullPacket_0002,1800.01.27_AberdeenJournal_0001,,,
1800.02.25_HullPacket_0004,1800.02.17_PortsmouthTelegraph_0003,,,
1800.02.25_HullPacket_0004,1800.02.22_IpswichJournal_0004,,,
1800.02.27_CaledonianMercury_0004,1800.02.10_AberdeenJournal_0001,,,
1800.02.27_CaledonianMercury_0004,1800.02.24_AberdeenJournal_0001,,,
1800.02.27_DerbyMercury_0001,1800.01.04_JacksonsOxfordJournal_0004,,,
1800.02.27_DerbyMercury_0002,1800.02.22_JacksonsOxfordJournal_0003,,,
1800.02.27_DerbyMercury_0003,1800.01.14_HullPacket_0001,,,
1800.02.27_DerbyMercury_0003,1800.01.16_TrewmansExeterFlyingPost_0004,,,
1800.02.27_DerbyMercury_0003,1800.01.27_CaledonianMercury_0001,,,
1800.02.27_DerbyMercury_0003,1800.01.28_HullPacket_0001,,,
1800.02.27_DerbyMercury_0003,1800.02.06_TrewmansExeterFlyingPost_0004,,,
1800.02.27_DerbyMercury_0003,1800.02.08_JacksonsOxfordJournal_0004,,,
1800.02.27_DerbyMercury_0003,1800.02.22_JacksonsOxfordJournal_0002,,,
1800.02.27_DerbyMercury_0003,1800.02.24_CaledonianMercury_0001,,,
1800.02.27_DerbyMercury_0003,1800.02.24_CaledonianMercury_0002,,,
1800.02.27_TrewmansExeterFlyingPost_0004,1800.02.22_IpswichJournal_0002,,,
1800.02.27_TrewmansExeterFlyingPost_0004,1800.02.22_JacksonsOxfordJournal_0002,,,
1800.03.01_IpswichJournal_0002,1800.03.01_JacksonsOxfordJournal_0002,,,
1800.03.01_IpswichJournal_0004,1800.02.25_HullPacket_0004,,,
1800.03.01_IpswichJournal_0004,1800.02.27_CaledonianMercury_0002,,,
1800.03.01_IpswichJournal_0004,1800.03.01_JacksonsOxfordJournal_0004,,,
1800.03.01_JacksonsOxfordJournal_0001,1800.02.13_TrewmansExeterFlyingPost_0004,,,
1800.03.01_JacksonsOxfordJournal_0001,1800.02.18_HullPacket_0002,,,
1800.03.01_JacksonsOxfordJournal_0001,1800.02.20_TrewmansExeterFlyingPost_0004,,,
1800.03.01_JacksonsOxfordJournal_0001,1800.02.27_DerbyMercury_0001,,,
1800.03.01_JacksonsOxfordJournal_0002,1800.03.01_CaledonianMercury_0002,,,
1800.03.01_JacksonsOxfordJournal_0002,1800.03.01_CaledonianMercury_0003,,,
1800.03.01_JacksonsOxfordJournal_0003,1800.03.01_CaledonianMercury_0003,,,
1800.03.01_JacksonsOxfordJournal_0004,1800.02.27_CaledonianMercury_0002,,,
1800.03.01_JacksonsOxfordJournal_0004,1800.02.27_DerbyMercury_0002,,,
1800.03.01_JacksonsOxfordJournal_0004,1800.02.27_TrewmansExeterFlyingPost_0003,,,
1800.03.03_AberdeenJournal_0001,1800.02.03_CaledonianMercury_0004,,,
1800.03.03_AberdeenJournal_0001,1800.02.24_CaledonianMercury_0001,,,
1800.03.03_AberdeenJournal_0002,1800.02.22_CaledonianMercury_0002,,,
1800.03.03_AberdeenJournal_0002,1800.02.22_CaledonianMercury_0003,,,
1800.03.03_AberdeenJournal_0002,1800.02.22_CaledonianMercury_0004,,,
1800.03.03_AberdeenJournal_0002,1800.02.22_IpswichJournal_0002,,,
1800.03.03_AberdeenJournal_0002,1800.02.22_JacksonsOxfordJournal_0002,,,
1800.03.03_AberdeenJournal_0002,1800.02.24_PortsmouthTelegraph_0004,,,
1800.03.03_AberdeenJournal_0002,1800.02.27_TrewmansExeterFlyingPost_0004,,,
1800.03.03_AberdeenJournal_0003,1800.02.22_CaledonianMercury_0003,,,
1800.03.03_AberdeenJournal_0004,1800.01.02_DerbyMercury_0004,,,
1800.03.03_AberdeenJournal_0004,1800.03.01_JacksonsOxfordJournal_0001,,,
1800.03.03_CaledonianMercury_0002,1800.03.01_IpswichJournal_0002,,,
1800.03.03_CaledonianMercury_0003,1800.01.16_TrewmansExeterFlyingPost_0004,,,
1800.03.03_CaledonianMercury_0003,1800.01.18_JacksonsOxfordJournal_0002,,,
1800.03.03_CaledonianMercury_0003,1800.01.27_AberdeenJournal_0001,,,
1800.03.03_CaledonianMercury_0003,1800.02.10_AberdeenJournal_0003,,,
1800.03.03_CaledonianMercury_0003,1800.02.11_HullPacket_0002,,,
1800.03.03_PortsmouthTelegraph_0002,1800.02.08_IpswichJournal_0004,,,
1800.03.03_PortsmouthTelegraph_0002,1800.03.01_CaledonianMercury_0002,,,
1800.03.04_HullPacket_0004,1800.03.01_CaledonianMercury_0002,,,
1800.03.06_CaledonianMercury_0003,1800.03.03_AberdeenJournal_0004,,,
1800.03.06_DerbyMercury_0001,1800.03.01_CaledonianMercury_0003,,,
1800.03.06_DerbyMercury_0001,1800.03.01_JacksonsOxfordJournal_0003,,,
1800.03.06_DerbyMercury_0002,1800.02.24_CaledonianMercury_0003,,,
1800.03.06_DerbyMercury_0003,1800.03.01_IpswichJournal_0002,,,
1800.03.06_DerbyMercury_0003,1800.03.01_JacksonsOxfordJournal_0002,,,
1800.03.06_DerbyMercury_0003,1800.03.03_CaledonianMercury_0002,,,
1800.03.06_TrewmansExeterFlyingPost_0002,1800.03.01_CaledonianMercury_0003,,,
1800.03.08_IpswichJournal_0001,1800.03.06_DerbyMercury_0004,,,
1800.03.08_IpswichJournal_0001,1800.03.08_JacksonsOxfordJournal_0002,,,
1800.03.08_IpswichJournal_0002,1800.03.08_JacksonsOxfordJournal_0002,,,
1800.03.08_IpswichJournal_0004,1800.03.08_CaledonianMercury_0002,,,
1800.03.08_IpswichJournal_0004,1800.03.08_JacksonsOxfordJournal_0001,,,
1800.03.08_IpswichJournal_0004,1800.03.08_JacksonsOxfordJournal_0004,,,
1800.03.08_JacksonsOxfordJournal_0001,1800.02.20_DerbyMercury_0002,,,
1800.03.08_JacksonsOxfordJournal_0002,1800.03.06_CaledonianMercury_0001,,,
